label,latitude,longitude,x,y,z,q1,q2,q3,q4,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum,node
0,35.6497354,139.50252989999998,-0.00837918629947832,0.006615552860767566,0.010702461911939541,0,0,0.0008148815081975854,0.9999988152071437,0,0,0,0,1,0
1,35.6497319,139.50257349999998,4.002175735486897,0.373546499671619,-0.22371301391440573,0,0,-0.06631750048598146,0.9975547295777869,0,0,0,0,1,-1
2,35.6497254,139.5026178,8.053922198350646,0.40512164824589814,-0.4943876461524779,0,0,-0.021256754074649154,0.9996135766202463,0,0,0,0,1,-1
3,35.6497199,139.5026612,12.100909556197598,0.5344504238518881,-0.7241571363235022,0,0,0.030029232576287212,0.9993075165450653,0,0,0,0,1,-1
4,35.6497191,139.5026753,13.21868247141303,0.6513872229512019,-0.8092496184212801,0,0,0.023438737874665043,0.9994770819780503,0,0,0,0,1,1
5,35.6497204,139.5026763,13.314998632959076,0.85836730395412,-0.8024371122272154,0,0,0.5312850202438798,0.8466879123224936,0,0,0,0,1,-1
6,35.649754,139.5026947,14.208972047738442,4.81004309912539,-0.9412851498129384,0,0,0.609933308447414,0.7919357574451571,0,0,0,0,1,-1
7,35.6497811,139.5027244,16.31112769458619,8.25034523890272,-1.1860538712324193,0,0,0.3643271177462832,0.9311039939216111,0,0,0,0,1,-1
8,35.6497904,139.5027666,19.819050682836558,10.12104206834286,-1.4278519109019756,0,0,0.11391655901856146,0.9932553011809132,0,0,0,0,1,2
9,35.6497904,139.5027668,19.86757865458371,10.130983504147947,-1.4235517575971446,0,0,0.11720865036476588,0.9929426673565693,0,0,0,0,1,-1
10,35.6497817,139.50280999999998,23.93035077838147,10.011582617294753,-1.665981025211824,0,0,-0.08500739047576293,0.996186824170855,0,0,0,0,1,-1
11,35.6497646,139.50284969999998,27.763378135270422,8.828294880679582,-1.899500284561932,0,0,-0.22212537393346318,0.9747295940264307,0,0,0,0,1,-1
12,35.6497345,139.5028711,30.366831047921536,5.713691653053565,-1.9760518676670558,0,0,-0.5609305702869054,0.8272154149614684,0,0,0,0,1,-1
13,35.649698,139.5028714,31.21903705079707,1.7732403048299163,-1.926585706618023,0,0,-0.7156751408323115,0.6974081248733827,0,0,0,0,1,-1
14,35.6496953,139.502871,31.181899996216607,1.443386924093366,-1.9502335535647515,0,0,-0.7190402284865123,0.693884389165559,0,0,0,0,1,3
15,35.6496953,139.50287129999998,31.171747486759863,1.4208852470621711,-1.9422941684498507,0,0,-0.9702849918079065,0.23687375850079928,0,0,0,0,1,-1
16,35.6496952,139.5028699,30.94368924613539,1.321384932541586,-1.9285118552571345,0,0,-0.999104307665581,-0.00029286944963995165,0,0,0,0,1,-1
17,35.6496955,139.50286839999998,30.713172360690105,1.394997582115967,-1.8829205341032242,0,0,-0.9988450023083729,0.0014493422137514755,0,0,0,0,1,-1
18,35.6496987,139.50284109999998,28.24850486851903,1.2551069300089057,-1.7562621317424771,0,0,-0.9990875313137891,-0.005259104850512185,0,0,0,0,1,-1
19,35.6497016,139.50282289999998,26.6628377763534,1.2653386915898062,-1.6634410446595789,0,0,-0.9992350670017338,0.0007811600717496022,0,0,0,0,1,-1
20,35.6497021,139.5028182,26.191243015557557,1.2761279376461576,-1.6074943916129596,0,0,-0.9990262901305872,-0.0027452992646989343,0,0,0,0,1,-1
21,35.6497045,139.50280419999999,24.773700653403587,1.209763567231269,-1.5558050908991188,0,0,-0.9986900671025873,0.02378539474698187,0,0,0,0,1,-1
22,35.649704199999995,139.50279609999998,23.94554028701517,1.1149129778326312,-1.560230835416298,0,0,-0.9985559335954579,-0.02630592358554431,0,0,0,0,1,-1
23,35.6497082,139.5027653,21.22515455152246,0.991683010681188,-1.3095760749570726,0,0,-0.9990355833611065,0.009681725178086041,0,0,0,0,1,-1
24,35.649709699999995,139.5027498,19.907426033989385,0.9952340518328467,-1.207196071681715,0,0,-0.9990221080102456,-0.009285934705698537,0,0,0,0,1,-1
25,35.6497118,139.50274009999998,18.93124660570737,0.9161516457443635,-1.193278786605852,0,0,-0.9990777234816908,0.0013834804330186308,0,0,0,0,1,-1
26,35.649715,139.50270709999998,15.803622446400334,0.7560141269030981,-0.9621912185711765,0,0,-0.998767936504417,-0.0034780131936819744,0,0,0,0,1,-1
27,35.649720099999996,139.5026795,13.40744362470192,0.8103619719932464,-0.8146118208043975,0,0,-0.9987305584836669,-0.02369458038111281,0,0,0,0,1,1
28,35.6497202,139.5026794,13.392204806922571,0.8031091165617137,-0.8278007359429879,0,0,-0.999052889400447,0.008015977732670076,0,0,0,0,1,-1
29,35.649719999999995,139.5026794,13.386563491697164,0.7311085700335268,-0.8017673320115413,0,0,-0.8552953445682114,0.516367391983338,0,0,0,0,1,-1
30,35.649684799999996,139.502669,13.433187274068308,-3.3123261317141037,-0.7374446713206019,0,0,-0.6717736336724833,0.7398276968278554,0,0,0,0,1,-1
31,35.649650799999996,139.5026628,13.708725251556306,-7.31579539880242,-0.6894941226368635,0,0,-0.7388046141810326,0.6727700935650944,0,0,0,0,1,-1
32,35.6496245,139.50265439999998,13.630649056631054,-10.232898030851578,-0.6065015099472509,0,0,-0.6568668464970554,0.7535133340930075,0,0,0,0,1,7
33,35.6496166,139.5026541,13.838755872444855,-11.338405416776322,-0.6106179579172434,0,0,-0.6324219110922162,0.7739730779239422,0,0,0,0,1,-1
34,35.6495803,139.50265489999998,14.833163037284855,-15.274920348502391,-0.570257521521922,0,0,-0.5097672221463269,0.8595992117333914,0,0,0,0,1,-1
35,35.649548599999996,139.5026773,17.519914448441988,-18.3269097464961,-0.7024993690052787,0,0,-0.29993831030911,0.953541208492217,0,0,0,0,1,-1
36,35.6495295,139.5027167,21.35963589349313,-19.666562302858992,-0.912955249649486,0,0,-0.03405988713559555,0.9992057225382105,0,0,0,0,1,-1
37,35.6495245,139.50274249999998,23.760695259328838,-19.70989049117628,-1.074323396808735,0,0,0.0169007277018553,0.99960107631689,0,0,0,0,1,6
38,35.6495252,139.5027594,25.392107357829616,-19.226169417475013,-1.1807729411793404,0,0,0.13885559237018466,0.9900914948690794,0,0,0,0,1,-1
39,35.649533999999996,139.50280279999998,29.028631002961884,-17.355941899687313,-1.4257992727057514,0,0,0.2955314869773266,0.9549432819424746,0,0,0,0,1,-1
40,35.649558299999995,139.5028356,31.287563225349885,-14.014595024298426,-1.6221042531148013,0,0,0.5383269458791314,0.8421341709200764,0,0,0,0,1,-1
41,35.649592,139.5028541,32.03203885860759,-10.060895462096008,-1.7579901178956665,0,0,0.6809216560214025,0.7316389632910018,0,0,0,0,1,-1
42,35.6495943,139.50285499999998,32.03408261618349,-9.82145959856417,-1.77992627007647,0,0,0.7406965844095058,0.6710786252150563,0,0,0,0,1,5
43,35.6495944,139.5028553,31.904248531618485,-9.77256389660137,-1.7591246663628075,0,0,0.20329036459311184,0.9788611308023722,0,0,0,0,1,-1
44,35.6495889,139.5028974,35.91131919560081,-9.598536918744855,-2.015675361719289,0,0,0.02532025594917057,0.9994493353399413,0,0,0,0,1,-1
45,35.649583199999995,139.5029403,39.97885255437062,-9.394959430182295,-2.286514366181871,0,0,0.05794403787761137,0.9980012178812867,0,0,0,0,1,-1
46,35.649586899999996,139.50295549999998,41.13659233797844,-8.68289108842919,-2.3897566676245594,0,0,0.5488269997477501,0.8352757015103391,0,0,0,0,1,-1
47,35.649623,139.5029593,40.60519497039326,-4.65342704487743,-2.4196962877074446,0,0,0.8129368742162189,0.5811176878994573,0,0,0,0,1,-1
48,35.6496273,139.5029588,40.40192133073468,-4.256120327475711,-2.401297992475423,0,0,0.8382706477552743,0.543969913232455,0,0,0,0,1,4
49,35.649657999999995,139.5029607,39.714840047463305,-0.729812274030547,-2.431962117804238,0,0,0.7343476680966843,0.6781765019970465,0,0,0,0,1,-1
50,35.649674999999995,139.50295749999998,38.920629589073506,1.0994303974274016,-2.4072490195284932,0,0,0.9775832444107208,0.20714896047899645,0,0,0,0,1,-1
51,35.6496871,139.5029137,34.83389268053032,1.5641740514987028,-2.209493343835587,0,0,0.9984225934812563,0.02557387962408768,0,0,0,0,1,-1
52,35.6496875,139.5029114,34.43626787345797,1.5607861891111696,-2.1609881526675783,0,0,0.9989972808311731,-0.0018524596899781617,0,0,0,0,1,-1
53,35.6496889,139.5028963,33.15696620739866,1.4591621790904374,-2.1109173300021964,0,0,0.9993993763390441,0.0011835493218816605,0,0,0,0,1,-1
54,35.6496895,139.502892,32.904681906574766,1.4118293877257806,-2.057713797734033,0,0,0.9992223250865617,-0.003022651423527735,0,0,0,0,1,-1
55,35.6496911,139.5028802,31.842451900766168,1.4373599108538242,-1.9763317833764271,0,0,0.9988525817494898,-0.0032084386987844514,0,0,0,0,1,3
56,35.649690899999996,139.5028777,31.491267120308702,1.2178114827220956,-1.9522062765630466,0,0,0.8613245705670182,-0.5059747860337204,0,0,0,0,1,-1
57,35.6496551,139.50286739999999,31.607755651549347,-2.890658869587109,-1.8695882395561345,0,0,0.7176018468995357,-0.6954579845904678,0,0,0,0,1,-1
58,35.649619099999995,139.50285639999998,31.501888735339676,-6.921130768454202,-1.8102229711511448,0,0,0.7423837959399088,-0.6693329175422081,0,0,0,0,1,-1
59,35.6495967,139.5028518,31.581946610496168,-9.432856932603462,-1.7456020913553654,0,0,0.6563484218524319,-0.7537340426101043,0,0,0,0,1,5
60,35.6495967,139.502851,31.288284343916533,-9.534277391917138,-1.6964804085215355,0,0,0.9811094447843444,-0.18824713687268568,0,0,0,0,1,-1
61,35.6495965,139.5028447,30.848777615051734,-9.607568210313032,-1.7035148321551634,0,0,0.9988368326632604,0.0124008634611222,0,0,0,0,1,-1
62,35.649597,139.502841,30.61336181541798,-9.597115270234216,-1.6956977024426403,0,0,0.998661839157817,-0.019051320493207378,0,0,0,0,1,-1
63,35.649597199999995,139.5028286,29.478519551577516,-9.816309033379946,-1.599443398126951,0,0,0.9989975806979619,0.0050126006688904915,0,0,0,0,1,-1
64,35.649603,139.5028016,26.946862335959548,-9.755228766420974,-1.4573153494456696,0,0,0.999168964019732,-0.005009676555409143,0,0,0,0,1,-1
65,35.6496059,139.502772,24.190303296614378,-9.941132916681557,-1.262891416809848,0,0,0.9988311829924235,0.0036097650267133325,0,0,0,0,1,-1
66,35.6496089,139.50275349999998,22.32483271586661,-10.012442720644215,-1.1684297065991625,0,0,0.9991455898619747,-0.0009585256833623426,0,0,0,0,1,-1
67,35.6496092,139.5027513,22.21963277936267,-10.030563100199894,-1.1629823116830778,0,0,0.9991938105335189,0.0011628511386163752,0,0,0,0,1,-1
68,35.6496102,139.5027445,21.551272742210504,-10.06501870911555,-1.1230465233287092,0,0,0.9990922808620878,-0.0009130708782677935,0,0,0,0,1,-1
69,35.6496107,139.5027399,21.295596187826167,-10.072903305403887,-1.133701373213053,0,0,0.99912887461735,0.0004424858423721523,0,0,0,0,1,-1
70,35.6496107,139.5027399,21.105259454537983,-10.07527889064208,-1.102537361827874,0,0,0.9990772034000173,-0.0009820294311644992,0,0,0,0,1,-1
71,35.649611199999995,139.5027376,20.890742821282082,-10.069789495084699,-1.1026983122755565,0,0,0.9987718466099972,0.0025889070626942245,0,0,0,0,1,-1
72,35.649611799999995,139.50273339999998,20.556471334052393,-10.077847395016041,-1.0596976388006867,0,0,0.9985934444296605,-0.0023292149107724132,0,0,0,0,1,-1
73,35.6496123,139.5027287,20.131648542964676,-10.109946675957085,-1.006561655679418,0,0,0.999065867394472,-1.5141731600606244e-06,0,0,0,0,1,-1
74,35.6496132,139.5027239,19.799965900973145,-10.116765688657454,-0.9988171212293183,0,0,0.9990700552109706,-0.0017490249403118861,0,0,0,0,1,-1
75,35.6496159,139.5027031,17.75787142136674,-10.19626554805315,-0.8763004234715777,0,0,0.999007814888628,0.005392319417400019,0,0,0,0,1,-1
76,35.6496225,139.502673,15.03327414689072,-10.032213250831884,-0.6907920958193285,0,0,0.9984846517110276,-0.006093419061817583,0,0,0,0,1,-1
77,35.6496242,139.5026586,13.836475965766628,-10.206360910085486,-0.6179903438289387,0,0,0.9974096532637381,-0.05524365103191995,0,0,0,0,1,7
78,35.6496249,139.5026538,13.288380322192031,-10.265929597337468,-0.5762947374317434,0,0,0.9992907333238217,0.006393385614489727,0,0,0,0,1,-1
79,35.649631899999996,139.5026208,10.360259985229007,-10.132352617539885,-0.42050199301605484,0,0,0.9988108082630734,-0.008576989304913808,0,0,0,0,1,-1
80,35.6496321,139.5026054,8.749374742218354,-10.385105750290583,-0.301831174028932,0,0,0.998688662468892,0.0017365625400154701,0,0,0,0,1,-1
81,35.649639,139.50256869999998,5.2587256027235405,-10.331562162941188,-0.08139671092343088,0,0,0.9988522591174613,-0.004311937528348203,0,0,0,0,1,-1
82,35.649640999999995,139.50253849999999,2.6494724365410485,-10.656399716109968,0.07865511567518516,0,0,0.9990657856300407,0.002309735881081247,0,0,0,0,1,-1
83,35.6496456,139.50251839999999,0.7782182189476073,-10.592997641933225,0.21717709195481374,0,0,0.9992623181445734,-0.007679441486906015,0,0,0,0,1,-1
84,35.649647099999996,139.5024977,-1.1232384167557574,-10.781108408961927,0.2928064701130821,0,0,0.9990985427239372,0.003222533984317649,0,0,0,0,1,-1
85,35.6496543,139.5024853,-2.3616609817573844,-10.163499072929724,0.3186975740827499,0,0,0.8614118147254701,0.507238292345813,0,0,0,0,1,-1
86,35.64969,139.5024851,-3.1783398643508924,-6.19899522246803,0.2400703457277578,0,0,0.7074643831833521,0.7063785783218418,0,0,0,0,1,-1
87,35.649726199999996,139.5024939,-3.1930113341325166,-2.1401541165018925,0.14973428939929556,0,0,0.6546007469478087,0.7557112967035783,0,0,0,0,1,-1
88,35.6497409,139.50251029999998,-2.009819847855156,-0.12315344160713024,0.10601911899635098,0,0,0.16882827031363667,0.9855339583376452,0,0,0,0,1,-1
89,35.6497388,139.5025327,0.03866350190080034,0.20438955924897578,-0.0027523202716096926,0,0,0.0029852203028180244,0.9999949724384324,0,0,0,0,1,0
